Post description,Comment,Bully,LGBTQ A,LGBTQ B,LGBTQ C,LGBTQ Overall
 Me and my boy @reallilscrappy #weaintshitclick ____,And @reallilscrappy don't ever let this nigga disrespect. Take this picture down gay boy. Yaw didn't even talk in the show. No scrap his appearance is shot. Don't let him take u under ,1,1,1,0,1
 @ishod __by @bencolen,Your fucking retarded if you think I'm serious @tiedds @michaelbaphomet ,1,0,0,0,0
 @ishod __by @bencolen,Your mom did a lip slide on my dick @michaelbaphomet ,1,0,0,0,0
 @ishod __by @bencolen,And your sister did a pole jam @michaelbaphomet ,1,0,0,0,0
 @ishod __by @bencolen,I'll fuck u up pussy ass bitch u claim to blaze but u can toke for shit fucking Maurk @thomaskb ,1,0,0,0,0
 @ishod __by @bencolen,After your mom did her lip slide I gave her taxi money to get the hell out of my house @michaelbaphomet ,1,0,0,0,0
 @ishod __by @bencolen,"Um, I guarantee you will not fuck me up. I don't claim to blaze, I'm labeled as a dab smoker. I don't claim anything, I just am @milesellman ",1,0,0,0,0
 @ishod __by @bencolen,Ur cocky as fuck nigg if u lived in So Cal I'd fuck u up my self fagot. @thomaskb ,1,1,0,0,1
 @ishod __by @bencolen,@cwa909 more like a bunch of sensitive instaqueers haha example: this girl @milesellman has been complaining about her period ,1,1,1,1,1
" A painting of the Christ crucified is displayed on stage at the NRA convention's annual prayer breakfast in Houston, Tx, on 5/5/13. Photo by @erintrieb on assignment for @nbcnewspics. #guns #gunshow #nra #conventioncenter #houston #texas #Jesus #Christ #prayer #christianity #nbcnews",@alexharms123 you are too stupid to insult. ,1,0,0,0,0
 #wmwtso 6/18,@messiah_father you're bullshit ,1,0,0,0,0
 #wmwtso 6/18,@messiah_father get the fuck out ,1,0,0,0,0
 #wmwtso 6/18,@akidnamed_d hahaha that guy @messiah_father is a fucking idiot lmao ,1,0,0,0,0
 #wmwtso 6/18,HAHAHAHAH babe what retards @thc_companion ,1,0,0,0,0
 #wmwtso 6/18,@messiah_father and you can go fuck yourself for believing in something that's not there you retarded inbred. ,1,0,0,0,0
 #wmwtso 6/18,Youre a hairy motherfucker ,1,0,0,0,0
 #wmwtso 6/18,"@s_laper inbred? How can a human be an inbred? Now I'm a dog species? Smh at you stupid fucks, that's the best come back u have? They don't exist? If not why Katt Williams say they do, as well as Dave Chapelle? Two ppl who claim they were offered a deal to join, turned it down and had their careers ruined. ",1,0,0,0,0
 #wmwtso 6/18,@messiah_father IDIOT! ,1,0,0,0,0
 #wmwtso 6/18,"@messiah_father I can't believe you are honestly that retarded to now know what inbred means, illuminate4life you dumb nigger ",1,0,0,0,0
 #wmwtso 6/18,"Lol grow some balls before you talk shit. Funny how you seem to have 666 followers? Don't get your ass chopped up and fed you to jay-z. Also, quit being a child molesting fat ass before you judge others pictures @messiah_father. Bitch. ",1,0,0,0,0
 #wmwtso 6/18,Nobody knows I keep an open mind to everything you whore @messiah_father ,1,0,0,0,0
 #wmwtso 6/18,And for Gods sake please learn to spell you illiterate piece of shit :) @messiah_father ,1,0,0,0,0
 #wmwtso 6/18,Hey everyone this faggot @messiah_father is following 666 people. He must be illuminati right? Do your research before you input your opinion. You sound ignorant. ,1,1,0,1,1
 #wmwtso 6/18,Nobody knows for sure but I think he is clean. Stop preaching your shit you dirty slut ,1,0,0,0,0
 #wmwtso 6/18,"@juicy_jason_ u look like a fucking slow head, are you retarded boy? ",1,0,0,0,0
 #wmwtso 6/18,Lmao. What bitch? @messiah_father ,1,0,0,0,0
 #wmwtso 6/18,@loganthatguytaylor how can u call some1 a bitch when ur a male wearing a skirt? What are you a big Hey Arnold fan? Smh ,1,0,1,1,1
 #wmwtso 6/18,@y0unggabriel lmao you also look slow! Why are all Mac Miller fan's look like they have Down syndrome? ,1,0,0,0,0
 #wmwtso 6/18,@y0unggabriel u r one of those ppl that r mad at the world cuz u have a little dick and will be a virgin till u die... ,1,0,0,0,0
 #wmwtso 6/18,@y0unggabriel ur the kid with the parents who pay other kids to be ur friend ,1,0,0,0,0
 #wmwtso 6/18,@sobejd because your a real deal mothafucka like me g lol ,1,0,0,0,0
 Walmaaaaaart,My hero :] hope you die haha ,1,0,0,0,0
 Walmaaaaaart,"Fuck, My Nigga ugly. Lol Sweatshirt > everybody ",1,0,0,0,0
 Walmaaaaaart,#uglyassnigga ,1,0,0,0,0
Media posted at 013-05-16 20:30:29,@chrissav27 I like how you totally shit on Mac but tell his best friend that he's still okay in your book...lmao ,1,0,0,0,0
Media posted at 013-05-16 20:30:29,Suck a dick @chrissav27 ,1,0,0,0,0
Media posted at 013-05-16 20:30:29,"Yo mac doesnt give a fuck about u lol , go listen to The song ""Doodling in the key of C Sharp"" he tries u faggots who want him to be how he used to be , i hope u kno he performs his old shit at concerts too dude.. So stop trying to tell people u were there before the come up .. Cause if u were as big of a fan as u put out to be u would still be supporting his movement .. Lol hatin' ass @chrissav27 ",1,1,0,1,1
Media posted at 013-05-16 20:30:29,"@chrissav27 stop Talkin bullshit u faggot, u dont know mac Or someone else from mostdope ",1,1,1,1,1
Media posted at 013-05-16 20:30:29,You're all faggots ,1,1,1,1,1
Media posted at 013-05-16 20:30:29,@enricoz dumbass learn fuckin english ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Getting his ass kicked. ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Getting his ass beat by abyss ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Getting pimp slapped by abyss. #TeamTNA ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Aces and 8s sucks #worststorylineever ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,He sucks ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Boo ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Aces and 8s suck a the worst ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,I hope Sting Take the Title from Bully Ray at Slammiversary ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,"""Bully"" Ray is a joke ",1,0,0,0,0
 What does this Bully have planned for #impactlive?,BOOOOOOOOOOO __”___”___”___”_ bully ray sucks ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Bully ray better plan to suck a dick ,1,0,1,1,1
 What does this Bully have planned for #impactlive?,Bully ray is a sack of **** ,1,0,0,0,0
 What does this Bully have planned for #impactlive?,Bull ray is a b**** ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Just looking at him pisses Me off.. Looooser!! ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Bambi a groupie hoe...trying toget in where her big ass can ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Go home n take care of ur WIFE & family instead of hanging wit hoesssssss ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,"Clown azz nigga he don't realize that these hoes just want his money cuz he ain't cute. They don't give a damn about him, or Rasheeda. ",1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Ha!!! You think u can get hoes now cuz ur on a reality show ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Ugh. Bambi is an irrelevant ass. She should have never been on bbw more than once. ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Fuck that bitch she a hoe done fuck everybody @benzeno done got her pussy to smh dumb bitch ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,wow I can't believe you have the nerve to post and take pix with one of the NASTY SKANKS that was there when you cheated on your wife!! Ur sick... Just remember she won't be pregnant forever. #karmasabiotch ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,"I agree @kriss_salgado ! It's fucking ridiculous & Rasheeda needs to leave your sad, sick, ridiculous ass! ",1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Ew what the fuck both nasty ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,That's why the hoe @adizbambi smiling so hard in this pic ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Bambi a hoe. ___I don't like those! ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Your a disrespectful son of a BITCH! U lucky we ain't married cuz i'd send my brothers over there to FUCK U UP! #WestCoastSTYLE ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,I can't stand this big gum girl. She's so wack & corny @adizbambi ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,@frost117 BAMBI A SLUT ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Hoe ass! -_- ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,This none rapping bitch please if y'all haven't heard this hoe on u tube trying to free style its lame as fuck.she lame and she can't rap she trying to hard. ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,@adizbambi u hoe block ur page bum bitch get a real job stop suck dick ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Wow she gets around hmmmm ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,U fuccked her to ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Smh Kirk u bogus!!!!!!! ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,She most have had them hoes you fucked with her hehehehehe ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Ninja yo breath stank I see it in your throat!! ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Now i knoww this bitch was thirsty but i didn know the hefer was starving @adizbambi ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Two trif azz bums...just nasty... ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,@adizbambi thirsty whore... Someone get this bitch a desani -_- ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,"@adizbambi wow I thought u were a dope girl but quite frankly your the gym under a shoe, I know u can careless about my comments but you and your friends are completely a disgrace to real women.... No class and no respect for yourselves smfh lol ",1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,She so wack ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,@adizbambi look like a tranny her amazon ugly ass lmfao she is a he ,1,1,1,1,1
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Bambi so ugly..y she even on tv????? ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,And u been married this long and u how old??......and still don't know shit...black ass clown...ur scum ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Stank ass ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Ok bambi block me guess the bitch can't handle the truth lol.I don'tgive a fuck she better had cause i was bout to say more shit. I told her she can't rap and rasheeda should beat her hoe ass.dumb bitch. ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Ole #buttaface ass hoe ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Anotha popcorn hoe! Bambi don't smile cuz yo gums r fucked off! Lmao ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Bambi u ain't even frm my city u bum bitch! Bambi u need to stop bein a hoodrat & fix yo grill cuz yo gums r fucked!!! ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,What happened Bambi they found out you weren't a basketball wife and gave ur ratchet ads the boot...lmfao@adizbambi ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,@adizbambi you were so busy try to call out gloria and you are the real slut bucket you dishrag hoe ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,My thoughts exactly @glamorous_thingz ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,@mrsweze thank you i was like that's Bambi bitch have major nerve ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,"Yes and bluffin like she was getting money,she didn't get no money from Benzino and I know it!!!! bottom line she's a hoe liked all of us are saying, now she can shimmer that ,haha @glamorous_thingz ",1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,"@mrsweze lmao ""shimmer on that"" naw she ain't getting no money ",1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Lol I called that as soon as I saw @adizbambi on the show the bitch had the nerve to disrespect Gloria lol she wish she was on Gloria's Level ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Bambi a jump off. Weak ass bitch. ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Lol ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Y yo gas ass got on lip gloss doe! #downlowbrother ,1,1,0,1,1
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,Both of yall ugly af! ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,@adizbambi your a lame ass jump off bitch ,1,0,0,0,0
 Me & @adizbambi chilling at GME sports bar right now 899 mlk drive #lhhatl now,The bitch from the bad girls club? Smfh you need to change the people you surround yourself with seriously ,1,0,0,0,0
